,target,data,architecture,random_state,Gender,accuracy,f1_score,AUC_ROC,AUC_PR,balanced_accuracy_score,precision_score,recall_score,threshold,EarlyStopping,total_neurons,total_layers
23,LMCI,validation,LMCINetworkLong75,23,"M,F",0.880466472303207,0.8056872037914692,0.8520288724151384,0.5228991558047933,0.8168162309793212,0.8415841584158416,0.7727272727272727,0.8209554553031921,50,286000,8
362,LMCI,validation,LMCINetworkLong75,362,"M,F",0.8309037900874635,0.75,0.8203472493172064,0.4648399108419182,0.8168162309793212,0.7131147540983607,0.7909090909090909,0.6165897846221924,50,286000,8
191,LMCI,validation,LMCINetworkLong75,191,"M,F",0.8279883381924198,0.7591836734693878,0.8325985173624659,0.4712533498247784,0.8168162309793212,0.6888888888888889,0.8454545454545455,0.4041781425476074,50,286000,8
80,LMCI,validation,LMCINetworkLong75,80,"M,F",0.8163265306122449,0.7509881422924901,0.8288138899726883,0.4651521947440315,0.8168162309793212,0.6643356643356644,0.8636363636363636,0.5344598889350891,50,286000,8
769,LMCI,validation,LMCINetworkLong75,769,"M,F",0.8309037900874635,0.7583333333333333,0.8299453765119,0.4706334481844685,0.8168162309793212,0.7,0.8272727272727273,0.4703109860420227,50,286000,8
328,LMCI,validation,LMCINetworkLong75,328,"M,F",0.8046647230320699,0.726530612244898,0.8058330081935232,0.4440876206182328,0.8168162309793212,0.6592592592592592,0.8090909090909091,0.37100157141685486,50,286000,8
204,LMCI,validation,LMCINetworkLong75,204,"M,F",0.8367346938775511,0.7627118644067796,0.831837690206789,0.4746885767293931,0.8168162309793212,0.7142857142857143,0.8181818181818182,0.5093252062797546,50,286000,8
281,LMCI,validation,LMCINetworkLong75,281,"M,F",0.8221574344023324,0.7550200803212851,0.830706203667577,0.46802613038114427,0.8168162309793212,0.6762589928057554,0.8545454545454545,0.3726758658885956,50,286000,8
841,LMCI,validation,LMCINetworkLong75,841,"M,F",0.8454810495626822,0.7579908675799086,0.8214787358564182,0.4766655643551356,0.8168162309793212,0.7614678899082569,0.7545454545454545,0.6713971495628357,50,286000,8
31,LMCI,validation,LMCINetworkLong75,31,"M,F",0.8163265306122449,0.7407407407407407,0.8168162309793212,0.4558915842481901,0.8168162309793212,0.6766917293233082,0.8181818181818182,0.46074625849723816,50,286000,8
