,target,data,architecture,random_state,Gender,accuracy,f1_score,AUC_ROC,AUC_PR,balanced_accuracy_score,precision_score,recall_score,threshold,EarlyStopping,total_neurons,total_layers
23,MCI,test,MCINetworkLong,23,"M,F",0.7376093294460642,0.7169811320754716,0.7450795644891122,0.34732624576924365,0.7336159966499163,0.6551724137931034,0.7916666666666666,0.08747892081737518,50,861836,10
362,MCI,test,MCINetworkLong,362,"M,F",0.717201166180758,0.7204610951008645,0.7380478782802904,0.34978127129341063,0.7336159966499163,0.6157635467980296,0.8680555555555556,0.13960282504558563,22,861836,10
191,MCI,test,MCINetworkLong,191,"M,F",0.7463556851311953,0.6968641114982579,0.7391820212171971,0.34118744067723655,0.7336159966499163,0.6993006993006993,0.6944444444444444,0.38908669352531433,50,861836,10
80,MCI,test,MCINetworkLong,80,"M,F",0.7376093294460642,0.6691176470588235,0.7230073981016192,0.3288753745545837,0.7336159966499163,0.7109375,0.6319444444444444,0.8171951770782471,50,861836,10
769,MCI,test,MCINetworkLong,769,"M,F",0.7405247813411079,0.7119741100323624,0.7437534896705751,0.3450153871072238,0.7336159966499163,0.6666666666666666,0.7638888888888888,0.14813964068889618,25,861836,10
328,MCI,test,MCINetworkLong,328,"M,F",0.749271137026239,0.7378048780487805,0.7618474316024567,0.36264586062168136,0.7336159966499163,0.657608695652174,0.8402777777777778,0.08300748467445374,50,861836,10
204,MCI,test,MCINetworkLong,204,"M,F",0.7317784256559767,0.7228915662650602,0.7458123953098829,0.3509759526911069,0.7336159966499163,0.6382978723404256,0.8333333333333334,0.08397483825683594,27,861836,10
281,MCI,test,MCINetworkLong,281,"M,F",0.7230320699708455,0.7308781869688386,0.7469116415410386,0.35856992318458486,0.7336159966499163,0.6172248803827751,0.8958333333333334,0.036440469324588776,50,861836,10
841,MCI,test,MCINetworkLong,841,"M,F",0.7317784256559767,0.710691823899371,0.7390947794528198,0.3424381862761525,0.7336159966499163,0.6494252873563219,0.7847222222222222,0.2878741919994354,28,861836,10
31,MCI,test,MCINetworkLong,31,"M,F",0.7142857142857143,0.7151162790697675,0.7336159966499162,0.34537050534499514,0.7336159966499163,0.615,0.8541666666666666,0.21290738880634308,23,861836,10
