,target,data,architecture,random_state,Gender,accuracy,f1_score,AUC_ROC,AUC_PR,balanced_accuracy_score,precision_score,recall_score,threshold,EarlyStopping,total_neurons,total_layers
23,MCI,validation,MCINetworkLong50,23,"M,F",0.7317784256559767,0.7088607594936709,0.7391083916083917,0.34358769695563374,0.7545629370629371,0.6473988439306358,0.7832167832167832,0.060212090611457825,500,428575,10
362,MCI,validation,MCINetworkLong50,362,"M,F",0.7113702623906706,0.7287671232876712,0.742534965034965,0.3622521530684796,0.7545629370629371,0.5990990990990991,0.9300699300699301,0.15175451338291168,19,428575,10
191,MCI,validation,MCINetworkLong50,191,"M,F",0.8104956268221575,0.7868852459016393,0.8145804195804196,0.4065688657525392,0.7545629370629371,0.7407407407407407,0.8391608391608392,0.12009347230195999,500,428575,10
80,MCI,validation,MCINetworkLong50,80,"M,F",0.7813411078717201,0.7634069400630915,0.7905769230769231,0.3859384223564378,0.7545629370629371,0.6954022988505747,0.8461538461538461,0.09099836647510529,500,428575,10
769,MCI,validation,MCINetworkLong50,769,"M,F",0.7463556851311953,0.7387387387387387,0.76256993006993,0.3659990385554295,0.7545629370629371,0.6473684210526316,0.8601398601398601,0.09420789033174515,36,428575,10
328,MCI,validation,MCINetworkLong50,328,"M,F",0.7288629737609329,0.7256637168141593,0.74756993006993,0.3560903382331953,0.7545629370629371,0.6275510204081632,0.8601398601398601,0.06391981244087219,500,428575,10
204,MCI,validation,MCINetworkLong50,204,"M,F",0.749271137026239,0.7470588235294118,0.769055944055944,0.37280496360575094,0.7545629370629371,0.6446700507614214,0.8881118881118881,0.16982530057430267,24,428575,10
281,MCI,validation,MCINetworkLong50,281,"M,F",0.7551020408163265,0.7439024390243902,0.7690734265734266,0.37000578020986186,0.7545629370629371,0.6594594594594595,0.8531468531468531,0.1389692723751068,19,428575,10
841,MCI,validation,MCINetworkLong50,841,"M,F",0.7755102040816326,0.752411575562701,0.7815909090909092,0.3782964484495097,0.7545629370629371,0.6964285714285714,0.8181818181818182,0.15779706835746765,36,428575,10
31,MCI,validation,MCINetworkLong50,31,"M,F",0.7346938775510204,0.7331378299120235,0.754562937062937,0.36204894878364263,0.7545629370629371,0.6313131313131313,0.8741258741258742,0.09183590859174728,29,428575,10
