,target,data,architecture,random_state,Gender,accuracy,f1_score,AUC_ROC,AUC_PR,balanced_accuracy_score,precision_score,recall_score,threshold,EarlyStopping,total_neurons,total_layers
23,MCI,test,MCINetworkLong,23,"M,F",0.7346938775510204,0.7299703264094956,0.7512039363484087,0.3565233550859278,0.7665061418202122,0.6373056994818653,0.8541666666666666,0.036034129559993744,500,861836,10
362,MCI,test,MCINetworkLong,362,"M,F",0.6647230320699709,0.6883468834688347,0.6947410664433278,0.32815071266601875,0.7665061418202122,0.5644444444444444,0.8819444444444444,0.08222723752260208,500,861836,10
191,MCI,test,MCINetworkLong,191,"M,F",0.7521865889212828,0.7284345047923323,0.7576423785594639,0.3570181453815676,0.7665061418202122,0.6745562130177515,0.7916666666666666,0.12962166965007782,32,861836,10
80,MCI,test,MCINetworkLong,80,"M,F",0.7405247813411079,0.7174603174603175,0.7466324678950308,0.3481348993231378,0.7665061418202122,0.6608187134502924,0.7847222222222222,0.14255593717098236,28,861836,10
769,MCI,test,MCINetworkLong,769,"M,F",0.7288629737609329,0.7190332326283988,0.7423401730876605,0.34799433842801186,0.7665061418202122,0.6363636363636364,0.8263888888888888,0.06960804760456085,500,861836,10
328,MCI,test,MCINetworkLong,328,"M,F",0.7667638483965015,0.7452229299363057,0.7730841708542714,0.3699011747556165,0.7665061418202122,0.6882352941176471,0.8125,0.1663340926170349,22,861836,10
204,MCI,test,MCINetworkLong,204,"M,F",0.7696793002915452,0.7375415282392026,0.7698387772194305,0.36719973476196666,0.7665061418202122,0.7070063694267515,0.7708333333333334,0.19164162874221802,25,861836,10
281,MCI,test,MCINetworkLong,281,"M,F",0.6530612244897959,0.6956521739130435,0.6933277498604131,0.3393626006407961,0.7665061418202122,0.5506072874493927,0.9444444444444444,0.12865817546844482,16,861836,10
841,MCI,test,MCINetworkLong,841,"M,F",0.6909620991253644,0.702247191011236,0.7154348129536572,0.3367108186491129,0.7665061418202122,0.589622641509434,0.8680555555555556,0.08331096172332764,27,861836,10
31,MCI,test,MCINetworkLong,31,"M,F",0.7580174927113703,0.7398119122257053,0.7665061418202122,0.36494088111435047,0.7665061418202122,0.6742857142857143,0.8194444444444444,0.29420024156570435,33,861836,10
